M,N,K,regime,pm_tflops,auto_tflops,rb_tflops,pm_vs_auto,pm_vs_rb,pm_ms,auto_ms,rb_ms
8192,5120,5120,LARGE-llama4_maverick,955.2013255806635,966.2903341849284,1174.512042702549,0.988524144129395,0.813275037506425,0.4496400058269501,0.4444800019264221,0.365680992603302
8192,16384,5120,LARGE-llama4_maverick,1000.6017077232157,1042.8141950394727,1267.2778717414806,0.95952060538008,0.7895677262542262,1.3735630512237549,1.3179620504379272,1.0845210552215576
16384,16384,16384,LARGE-llama3_fp8,987.999237832104,1020.6162176219191,1283.6117086961603,0.9680418758524001,0.7697025752715148,8.902935028076172,8.618413925170898,6.852612018585205
4,128,2880,LARGE_K-gpt_oss_120b,0.17471090036905756,0.1053257110346581,0.10211634308565484,1.6587678227167897,1.7109004796862992,0.01688000001013279,0.02800000086426735,0.028880000114440918
32,128,5120,LARGE_K-llama4_maverick,2.5145706906597036,1.1676792363846185,2.2215592822672416,2.1534772669636104,1.1318944809311706,0.016680000349879265,0.035920001566410065,0.018880000337958336
256,256,7168,LARGE_K-deepseek_r1,44.40095166255132,15.690115266426863,41.94304149553577,2.8298677803571564,1.0586011428684101,0.021159999072551727,0.05987999960780144,0.02239999920129776
64,64,4096,LARGE_K_SKINNY-synthetic,2.1024079600630663,1.0472669176014375,0.9478653249385556,2.007518737322693,2.218045016257297,0.015960000455379486,0.03203999996185303,0.03539999946951866
64,64,8192,LARGE_K_SKINNY-synthetic,3.2768000827789328,1.458888344990548,3.452101901916212,2.246093811106677,0.9492188167910189,0.020479999482631683,0.04600000008940697,0.019440000876784325
32,64,16384,LARGE_K_SKINNY-synthetic,2.239948665287586,0.8933554604007398,3.4807502691284595,2.5073431176911303,0.6435246691364743,0.02996000088751316,0.0751200020313263,0.019279999658465385
32768,128,2880,LARGE_M-gpt_oss_120b,478.5893565190966,340.65414163381377,480.49304997123534,1.4049127781735773,0.9960380416485677,0.05048000067472458,0.07091999799013138,0.050280001014471054
32768,2880,2880,LARGE_M-gpt_oss_120b,907.1171395215457,895.638448862258,1095.1340096652918,1.0128162102396,0.8283161069929605,0.5992410182952881,0.6069210171699524,0.49636098742485046
4096,128,2880,LARGE_MK-gpt_oss_120b,133.62383996593326,80.91904999172883,112.01405176808814,1.6513273447920072,1.1929203332684155,0.022600000724196434,0.03731999918818474,0.02696000039577484
16384,128,4096,LARGE_MK-qwen3_235b_a22b,377.74557025300015,262.2080018701154,409.0445098956917,1.4406332665626131,0.9234828022733444,0.04548000171780586,0.06552000343799591,0.041999999433755875
32768,2112,7168,LARGE_MK-deepseek_r1,875.2388247669475,877.623422482216,1001.8746795811953,0.9972828918939696,0.8736011026177603,1.1335619688034058,1.1304819583892822,0.9902809858322144
4096,32768,512,LARGE_MN-deepseek_r1,641.6384234609925,624.8361107275472,837.0216767305269,1.0268907517426946,0.7665732457100551,0.2142000049352646,0.21996000409126282,0.16419999301433563
8192,24576,1536,LARGE_MN-deepseek_r1,901.7764599254544,907.439388109804,1111.5639164874055,0.9937594419433948,0.8112682019897791,0.6858410239219666,0.6815609931945801,0.5564010143280029
32768,24576,1536,LARGE_MN-deepseek_r1,924.4755773275413,921.8299104432061,1127.6354082130767,1.002870016316853,0.8198355342464143,2.6760048866271973,2.683685064315796,2.1938838958740234
4096,64,64,LARGE_M_SKINNY-synthetic,2.3497501778652645,1.5621244204907605,2.526689231530794,1.504201680124213,0.9299719761902294,0.014279999770224094,0.021479999646544456,0.013279999606311321
8192,64,64,LARGE_M_SKINNY-synthetic,4.6603378578317916,2.8976194187166864,4.949031313793824,1.6083333193203777,0.9416666742121043,0.014399999752640724,0.023159999400377274,0.013559999875724316
16384,64,32,LARGE_M_SKINNY-synthetic,4.621822673864871,2.887644749245321,4.891316560064259,1.6005509940489644,0.9449036097152855,0.014519999735057354,0.023240000009536743,0.01372000016272068
4,32768,512,LARGE_N-deepseek_r1,8.995826281364776,5.7065359867416365,7.019755537368045,1.5764075267842628,1.2815013619032138,0.014919999986886978,0.023520000278949738,0.019120000302791595
