M,N,K,regime,pm_tflops,auto_tflops,rb_tflops,pm_vs_auto,pm_vs_rb,pm_ms,auto_ms,rb_ms
8192,64,64,LARGE_M_SKINNY-synthetic,4.204815920126133,2.9905911531960068,4.6603378578317916,1.4060149665167367,0.9022555978553904,0.015960000455379486,0.022439999505877495,0.014399999752640724
16384,64,32,LARGE_M_SKINNY-synthetic,4.24739666079155,2.877738517133537,4.596497425877278,1.4759494775162214,0.9240506993171873,0.015799999237060547,0.023320000618696213,0.014600000344216824
4,32768,512,LARGE_N-deepseek_r1,8.516352869824033,5.5188208750378775,7.231558712656065,1.5431471799246577,1.1776649002267559,0.01576000079512596,0.024320000782608986,0.018559999763965607
16,24576,1536,LARGE_N-deepseek_r1,32.19508499665853,38.17824043977683,42.414308929980464,0.8432836250650091,0.7590618781460683,0.03751999884843826,0.03164000064134598,0.02848000079393387
256,24576,1536,LARGE_N-deepseek_r1,462.3768645150065,407.05445672248607,486.1004110684229,1.1359091071940703,0.9511962014159312,0.04179999977350235,0.047481000423431396,0.03976000100374222
1,512,128,LARGE_NK-deepseek_r1,0.008316750849437532,0.005679029301849789,0.009497971124230401,1.464466972679394,0.875634463471947,0.01576000079512596,0.023080000653862953,0.013799999840557575
16,28672,4096,LARGE_NK-llama3_mlp,81.76884789573718,73.80393753619967,67.25297878437742,1.1079198566557624,1.2158397943665766,0.04596000164747238,0.050919998437166214,0.055879998952150345
4096,16384,53248,LARGE_NK-llama3_fp8,1022.2850366124238,1033.3949863926496,1304.5690233448377,0.989249077142315,0.7836189717209026,6.991030216217041,6.915870189666748,5.478303909301758
64,4096,64,LARGE_N_SKINNY-synthetic,2.167458972804548,1.466539915842464,2.267191350666545,1.4779406611373658,0.9560106041191996,0.01548099983483553,0.02287999913096428,0.014800000004470348
64,8192,64,LARGE_N_SKINNY-synthetic,4.19430380078126,3.0120674841820603,4.559025985792771,1.3924999432475333,0.9199999767169369,0.01600000075995922,0.022280000150203705,0.014720000326633453
32,16384,64,LARGE_N_SKINNY-synthetic,4.450189839599942,2.95373524048118,4.596497425877278,1.5066312574701115,0.968169766515335,0.015080000273883343,0.02271999977529049,0.014600000344216824
4096,4096,1536,MEDIUM-qwen3_235b_a22b,700.2663914177696,690.1393569475648,863.0209132938761,1.0146738979138878,0.8114130035911594,0.07360000163316727,0.07468000054359436,0.0597199983894825
8192,5120,2880,MEDIUM-gpt_oss_120b,882.3631445740315,929.0531563553395,1117.6480166011643,0.9497445205778405,0.7894821370124662,0.2738009989261627,0.2600409984588623,0.21616099774837494
16384,2112,7168,MEDIUM-deepseek_r1,821.3031142120565,877.1872879341051,1081.3204524898338,0.9362916283777168,0.7595372050171946,0.6040019989013672,0.5655220150947571,0.458761990070343
4096,16384,16384,MEDIUM-llama3_fp8,986.6887478110928,1011.8784268667599,1288.444619211701,0.9751060222385944,0.7657983378554298,2.2286899089813232,2.1732089519500732,1.7067270278930664
64,512,128,SMALL-deepseek_r1,0.5391136176261888,0.3813003657024794,0.5652700690905147,1.4138817219148638,0.9537275138122738,0.015560000203549862,0.02199999988079071,0.014840000309050083
64,128,512,SMALL-deepseek_r1,0.5622391425852985,0.3718354540767568,0.5309245825989437,1.5120643726169192,1.0589811830393425,0.014919999986886978,0.0225600004196167,0.015799999237060547
128,128,512,SMALL-deepseek_r1,1.1275010993413261,0.738433810120295,1.064544108728004,1.526881737928075,1.0591398609950955,0.014879999682307243,0.02271999977529049,0.01576000079512596
256,128,512,SMALL-deepseek_r1,2.2429432718086026,1.484709332954814,2.1399509950281135,1.5106952061416488,1.0481283342561478,0.014960000291466713,0.022600000724196434,0.01568000018596649
4096,28672,4096,VERY_LARGE-llama3_mlp,1000.9453918957379,1001.0286989260974,1231.0228713794663,0.9999167785794265,0.8131005647150106,0.9611639976501465,0.9610840082168579,0.7815229892730713
32768,8192,8192,VERY_LARGE-llama3_fp8,1087.57625277054,1073.202543986064,1310.0754540432515,1.0133932861648738,0.8301630638250506,4.0438971519470215,4.098058223724365,3.3570940494537354
